株式会社MIXI,"MIXI","MIXI, Inc.",https://mixi.co.jp/
株式会社ジェイエイシーリクルートメント,"ジェイエイシーリクルートメント","JAC Recruitment Co., Ltd.",https://corp.jac-recruitment.jp/
株式会社日本M&Aセンターホールディングス,"日本M&Aセンター","Nihon M&A Center Holdings Inc.",https://www.nihon-ma.co.jp/
アイティメディア株式会社,"ITmedia","ITmedia Inc.",https://corp.itmedia.co.jp/
E・Jホールディングス株式会社,"E・Jホールディングス","E・J Holdings. Inc.",https://www.ej-hds.co.jp/
株式会社アルトナー,"アルトナー","ARTNER CO.,LTD.",https://www.artner.co.jp/
株式会社パソナグループ,"パソナグループ","Pasona Group Inc.",https://www.pasonagroup.co.jp/
株式会社リンクアンドモチベーション,"リンクアンドモチベーション","Link and Motivation Inc.",https://www.lmi.ne.jp/
株式会社エス・エム・エス,"エス・エム・エス","SMS CO.,LTD.",https://www.bm-sms.co.jp/
株式会社サニーサイドアップグループ,"サニーサイドアップ (PR会社)","SUNNY SIDE UP GROUP INC.",https://ssug.co.jp/
パーソルホールディングス株式会社,"パーソルホールディングス","PERSOL HOLDINGS CO., LTD.",https://www.persol-group.co.jp/
アイ・ケイ・ケイホールディングス株式会社,"アイ・ケイ・ケイ","IKK Holdings Inc.",https://www.ikk-grp.jp/index.html
江崎グリコ株式会社,"江崎グリコ","Ezaki Glico Co.,Ltd.",https://www.glico.com/jp/
名糖産業株式会社,"名糖産業","Meito Sangyo Co.,Ltd.",https://www.meito-sangyo.co.jp/
井村屋グループ株式会社,"井村屋グループ","IMURAYA GROUP CO.,LTD.",https://www.imuraya-group.com/
山崎製パン株式会社,"山崎製パン","YAMAZAKI BAKING CO.,LTD.",https://www.yamazakipan.co.jp/
モロゾフ株式会社,"モロゾフ","Morozoff Limited",https://www.morozoff.co.jp/
寿スピリッツ株式会社,"寿スピリッツ","KOTOBUKI SPIRITS Co., LTD.",https://www.kotobukispirits.co.jp/
カルビー株式会社,"カルビー","Calbee, Inc.",https://www.calbee.co.jp/
森永乳業株式会社,"森永乳業","MORINAGA MILK INDUSTRY CO.,LTD.",https://www.morinagamilk.co.jp/
六甲バター株式会社,"六甲バター","ROKKO BUTTER CO., LTD.",https://www.qbb.co.jp/
株式会社ヤクルト本社,"ヤクルト本社","Yakult Honsha Company, Limited",https://www.yakult.co.jp/
明治ホールディングス株式会社,"明治ホールディングス","Meiji Holdings Co.,Ltd.",https://www.meiji.com/
雪印メグミルク株式会社,"雪印メグミルク","MEGMILK SNOW BRAND Co.,Ltd.",https://www.meg-snow.com/
日本ハム株式会社,"日本ハム","NH Foods Ltd.",https://www.nipponham.co.jp/
丸大食品株式会社,"丸大食品","MARUDAI FOOD CO.,LTD.",http://www.marudai.jp/
エスフーズ株式会社,"エスフーズ","S Foods Inc.",https://www.sfoods.co.jp/
株式会社柿安本店,"柿安本店","Kakiyasu Honten Co.,Ltd.",https://www.kakiyasuhonten.co.jp/
株式会社学情,"学情","GAKUJO CO.,Ltd.",https://company.gakujo.ne.jp/
株式会社スタジオアリス,"スタジオアリス","STUDIO ALICE Co.,Ltd.",https://www.studio-alice.co.jp/
シミックホールディングス株式会社,"シミックホールディングス","CMIC HOLDINGS Co.,Ltd.",https://www.cmicgroup.com/
株式会社システナ,"システナ","Systena Corporation",https://www.systena.co.jp/
株式会社NJS,"NJS (企業)","NJS Co.,Ltd.",https://www.njs.co.jp/
デジタルアーツ株式会社,"デジタルアーツ","Digital Arts Inc.",https://www.daj.jp/
日鉄ソリューションズ株式会社,"日鉄ソリューションズ","NS Solutions Corporation",https://www.nssol.nipponsteel.com/
綜合警備保障株式会社,"綜合警備保障","Sohgo Security Services Co., Ltd.",https://www.alsok.co.jp/
株式会社キューブシステム,"キューブシステム","Cube System Inc.",https://www.cubesystem.co.jp/
いちご株式会社,"いちご (不動産業)","Ichigo Inc.",https://www.ichigo.gr.jp/
日本駐車場開発株式会社,"日本駐車場開発","NIPPON PARKING DEVELOPMENT Co., Ltd.",https://www.n-p-d.co.jp/index.php
株式会社カカクコム,"カカクコム","Kakaku.com, Inc.",https://corporate.kakaku.com/
セントケア・ホールディング株式会社,"セントケア・ホールディング","SAINT-CARE HOLDING CORPORATION",https://www.saint-care.com/
ディップ株式会社,"ディップ (企業)","DIP Corporation",https://www.dip-net.co.jp/
SBSホールディングス株式会社,"SBSホールディングス","SBS Holdings, Inc.",https://www.sbs-group.co.jp/
株式会社新日本科学,"新日本科学","SHIN NIPPON BIOMEDICAL LABORATORIES,LTD.",https://www.snbl.co.jp/
株式会社キャリアデザインセンター,"キャリアデザインセンター","CAREER DESIGN CENTER CO., LTD.",https://cdc.type.jp/
株式会社ベネフィット・ワン,"ベネフィット・ワン","Benefit One Inc.",https://corp.benefit-one.co.jp/
株式会社アウトソーシング,"アウトソーシング (企業)","OUTSOURCING Inc.",https://www.outsourcing.co.jp/
ウェルネット株式会社,"ウェルネット","WELLNET CORPORATION",https://www.well-net.jp/
株式会社ワールドインテック,"ワールドインテック","WORLD INTEC CO., LTD.",https://www.witc.co.jp/
株式会社ディー・エヌ・エー,"ディー・エヌ・エー","DeNA Co.,Ltd.",https://dena.com/jp/
株式会社博報堂DYホールディングス,"博報堂DYホールディングス","Hakuhodo DY Holdings Inc.",https://www.hakuhodody-holdings.co.jp/
株式会社ぐるなび,"ぐるなび","GURUNAVI, INC.",https://corporate.gnavi.co.jp/
株式会社タカミヤ,"タカミヤ (大阪府)","Takamiya Co., Ltd.",https://www.takamiya.co/
株式会社ファンコミュニケーションズ,"ファンコミュニケーションズ","FAN Communications,Inc.",https://www.fancs.com/
ライク株式会社,"ライク (企業)","LIKE,Inc.",https://www.like-gr.co.jp/
株式会社ビジネス・ブレークスルー,"ビジネス・ブレークスルー","Business Breakthrough,Inc.",https://www.bbt757.com/
株式会社エスプール,"エスプール","S-Pool,Inc.",https://www.spool.co.jp/
WDBホールディングス株式会社,"WDBホールディングス","WDB HOLDINGS CO.,LTD.",https://www.wdbhd.co.jp/
株式会社アドウェイズ,"アドウェイズ","Adways Inc.",https://www.adways.net/
バリューコマース株式会社,"バリューコマース","ValueCommerce Co.,Ltd.",https://www.valuecommerce.co.jp/
サッポロホールディングス株式会社,"サッポロホールディングス","Sapporo Holdings Limited",https://www.sapporoholdings.jp/
アサヒグループホールディングス株式会社,"アサヒグループホールディングス","Asahi Group Holdings,Ltd.",https://www.asahigroup-holdings.com/
キリンホールディングス株式会社,"キリンホールディングス","Kirin Holdings Company, Limited",https://www.kirinholdings.co.jp/
オエノンホールディングス株式会社,"オエノンホールディングス","Oenon Holdings,Inc.",https://www.oenon.jp/
養命酒製造株式会社,"養命酒製造","YOMEISHU SEIZO CO.,LTD.",https://www.yomeishu.co.jp/
コカ・コーラボトラーズジャパンホールディングス株式会社,"コカ・コーラボトラーズジャパンホールディングス","Coca-Cola Bottlers Japan Holdings Inc.",https://www.ccbj-holdings.com/
ダイドーグループホールディングス株式会社,"ダイドーグループホールディングス","DyDo GROUP HOLDINGS, INC.",https://www.dydo-ghd.co.jp/
日清オイリオグループ株式会社,"日清オイリオグループ","The Nisshin OilliO Group, Ltd.",https://www.nisshin-oillio.com/
不二製油グループ本社株式会社,"不二製油グループ本社","FUJI OIL HOLDINGS INC.",https://www.fujioilholdings.com/
株式会社J-オイルミルズ,"J-オイルミルズ","J-OIL MILLS, Inc.",https://www.j-oil.com/
株式会社ローソン,"ローソン","Lawson, Inc.",https://www.lawson.co.jp/
株式会社サンエー,"サンエー (沖縄県)","SAN-A CO.,LTD.",https://www.san-a.co.jp/
株式会社エービーシー・マート,"ABCマート","ABC-MART,INC.",https://www.abc-mart.co.jp/
高千穂交易株式会社,"高千穂交易","TAKACHIHO KOHEKI CO.,LTD.",https://www.takachiho-kk.co.jp/
株式会社ゲオホールディングス,"ゲオホールディングス","GEO HOLDINGS CORPORATION",https://www.geonet.co.jp/
株式会社アダストリア,"アダストリア","Adastria Co., Ltd.",https://www.adastria.co.jp/
伊藤忠食品株式会社,"伊藤忠食品","ITOCHU-SHOKUHIN Co., Ltd.",https://www.itochu-shokuhin.com/
エレマテック株式会社,"エレマテック","Elematec Corporation",http://www.elematec.com/
株式会社アイケイ,"アイケイ","I・K Co., Ltd.",https://www.ai-kei.co.jp/
株式会社パルグループホールディングス,"パルグループホールディングス","PAL GROUP Holdings CO.,LTD.",https://www.palgroup.holdings/
株式会社エディオン,"エディオン","EDION Corporation",https://www.edion.co.jp/
株式会社サーラコーポレーション,"サーラコーポレーション","SALA CORPORATION",https://www.sala.jp/
株式会社ワッツ,"ワッツ (企業)","WATTS CO., LTD.",https://www.watts-jp.com/
株式会社トーメンデバイス,"トーメンデバイス","TOMEN DEVICES CORPORATION",https://www.tomendevices.co.jp/
株式会社ハローズ[1],"ハローズ","HALOWS CO., LTD.",https://www.halows.com/
株式会社JPホールディングス,"JPホールディングス","JP-Holdings, Inc.",https://www.jp-holdings.co.jp/
アルフレッサ ホールディングス株式会社,"アルフレッサ ホールディングス","Alfresa Holdings Corporation",https://www.alfresa.com/
大黒天物産株式会社,"大黒天物産","DAIKOKUTENBUSSAN CO.,LTD.",https://www.e-dkt.co.jp/
ブルドックソース株式会社,"ブルドックソース","BULL-DOG SAUCE CO.,LTD.",https://www.bulldog.co.jp/
キユーピー株式会社,"キユーピー","Kewpie Corporation",https://www.kewpie.co.jp/
ハウス食品グループ本社株式会社,"ハウス食品グループ本社","House Foods Group Inc.",https://housefoods-group.com/
カゴメ株式会社,"カゴメ","KAGOME CO.,LTD.",https://www.kagome.co.jp/
アリアケジャパン株式会社,"アリアケジャパン","ARIAKE JAPAN Co.,Ltd.",https://www.ariakejapan.com/
株式会社やまみ,"やまみ","Yamami Company",https://www.yamami.co.jp/
株式会社ニチレイ,"ニチレイ","NICHIREI CORPORATION",https://www.nichirei.co.jp/
横浜冷凍株式会社,"横浜冷凍","YOKOHAMA REITO CO.,LTD.",https://www.yokorei.co.jp/
東洋水産株式会社,"東洋水産","TOYO SUISAN KAISHA, LTD.",https://www.maruchan.co.jp/
イートアンドホールディング,"イートアンドホールディングス","EAT&HOLDINGS Co.,Ltd",https://www.eat-and.jp/
株式会社ヨシムラ・フード・ホールディングス,"ヨシムラ・フード・ホールディングス","Yoshimura Food Holdings K.K.",http://y-food-h.com/
日清食品ホールディングス株式会社,"日清食品ホールディングス","NISSIN FOODS HOLDINGS CO.,LTD.",https://www.nissin.com/jp/about/nissinfoods-holdings/
株式会社永谷園ホールディングス,"永谷園ホールディングス","Nagatanienholdings Co.,Ltd.",https://www.nagatanien-hd.co.jp/
フジッコ株式会社,"フジッコ","Fujicco Co., Ltd.",https://www.fujicco.co.jp/
株式会社ロック・フィールド[1],"ロック・フィールド","ROCK FIELD CO., LTD.",http://www.rockfield.co.jp/
ケンコーマヨネーズ株式会社,"ケンコーマヨネーズ","KENKO Mayonnaise Co., Ltd.",https://www.kenkomayo.co.jp/
わらべや日洋ホールディングス株式会社,"わらべや日洋ホールディングス","WARABEYA NICHIYO HOLDINGS CO., LTD.",https://www.warabeya.co.jp/
株式会社北の達人コーポレーション,"北の達人コーポレーション","Kitanotatsujin Corporation",https://www.kitanotatsujin.com/
株式会社ユーグレナ,"ユーグレナ (企業)","euglena Co.,Ltd.",https://www.euglena.jp/
株式会社紀文食品,"紀文食品","KIBUN FOODS INC.",https://www.kibun.co.jp/
株式会社ピックルスホールディングス,"ピックルスコーポレーション","PICKLES HOLDINGS CO., LTD.",https://www.pickles-hd.co.jp/
スター・マイカ・ホールディングス株式会社,"スター・マイカ・ホールディングス","Star Mica Holdings Co., Ltd.",https://www.starmica-holdings.co.jp/
SREホールディングス株式会社,"SREホールディングス","SRE Holdings Corporation",https://sre-group.co.jp/
株式会社ADワークスグループ,"エー・ディー・ワークス","A.D.Works Group corporation",https://www.adwg.co.jp/
ヒューリック株式会社,"ヒューリック","Hulic Company, Limited",https://www.hulic.co.jp/
株式会社アルペン,"アルペン (企業)","Alpen Co., Ltd.",https://www.alpen-group.jp/
株式会社ラクーンホールディングス,"ラクーンホールディングス","RACCOON HOLDINGS, Inc.",https://www.raccoon.ne.jp/
クオールホールディングス株式会社,"クオールホールディングス","Qol Holdings Co., Ltd.",https://www.qolhd.co.jp/
アルコニックス株式会社,"アルコニックス","Alconix Corporation",https://www.alconix.com/index.php
株式会社ソリトンシステムズ,"ソリトンシステムズ","Soliton Systems K.K.",https://www.soliton.co.jp/
株式会社ジンズホールディングス,"ジンズ","JINS HOLDINGS Inc.",https://corp.jins.com/jp/ja/
株式会社ビックカメラ,"ビックカメラ","BIC CAMERA INC.",https://www.biccamera.co.jp/
DCMホールディングス株式会社,"DCMホールディングス","DCM Holdings Co., Ltd.",https://www.dcm-hldgs.co.jp/grp/
株式会社ペッパーフードサービス,"ペッパーフードサービス","PEPPER FOOD SERVICE CO.,LTD",https://www.pepper-fs.co.jp/
株式会社ハイパー,"ハイパー (商社)","HYPER Inc.",https://www.hyperpc.co.jp/
株式会社MonotaRO,"MonotaRO","MonotaRO Co.,Ltd.",https://www.monotaro.com/
株式会社東京一番フーズ,"東京一番フーズ","Tokyo Ichiban Foods Co., Ltd.",https://www.tokyo-ichiban-foods.co.jp/
株式会社DDホールディングス,"DDホールディングス","DD Holdings Co., Ltd.",https://www.dd-holdings.com/
グラフテック株式会社,"グラフテック","GRAPHTEC Corporation",http://www.graphtec.co.jp/
株式会社かつや,"かつや","KATSUYA CO.,LTD.",https://www.arclandservice.co.jp/katsuya/
株式会社ドトール・日レスホールディングス,"ドトール・日レスホールディングス","DOUTOR・NICHIRES Holdings Co., Ltd.",http://www.dnh.co.jp/
株式会社ブロンコビリー,"ブロンコビリー","BRONCO BILLY Co., LTD.",https://www.bronco.co.jp/
株式会社ZOZO,"ZOZO","ZOZO, Inc.",https://corp.zozo.com/
株式会社トレジャー・ファクトリー,"トレジャー・ファクトリー","Treasure Factory Co., LTD.",https://www.treasurefactory.co.jp/
株式会社物語コーポレーション,"物語コーポレーション","The Monogatari Corporation",https://www.monogatari.co.jp/
株式会社三越伊勢丹ホールディングス,"三越伊勢丹ホールディングス","Isetan Mitsukoshi Holdings Ltd.",https://www.imhds.co.jp/ja/index.html
東洋紡株式会社,"東洋紡","TOYOBO CO., LTD.",https://www.toyobo.co.jp/
ユニチカ株式会社,"ユニチカ","UNITIKA LTD.",https://www.unitika.co.jp/
富士紡ホールディングス株式会社,"富士紡ホールディングス","Fujibo Holdings, Inc.",https://www.fujibo.co.jp/
日清紡ホールディングス株式会社,"日清紡ホールディングス","Nisshinbo Holdings Inc.",https://www.nisshinbo.co.jp/
倉敷紡績株式会社,"倉敷紡績","KURABO INDUSTRIES LTD.",https://www.kurabo.co.jp/
ダイワボウホールディングス株式会社,"ダイワボウホールディングス","Daiwabo Holdings Co., Ltd.",https://www.daiwabo-holdings.com/
シキボウ株式会社,"シキボウ","SHIKIBO LTD.",http://www.shikibo.co.jp/index.html
トヨタ紡織株式会社,"トヨタ紡織","TOYOTA BOSHOKU CORPORATION",https://www.toyota-boshoku.com/jp/
マクニカホールディングス株式会社,"マクニカホールディングス","MACNICA HOLDINGS, INC.",https://www.macfehd.co.jp/
ウエルシアホールディングス株式会社,"ウエルシアホールディングス","WELCIA HOLDINGS CO., LTD.",https://www.welcia.co.jp/ja/index.html
株式会社クリエイトSDホールディングス,"クリエイトSDホールディングス","CREATE SD HOLDINGS. CO., LTD.",https://www.createsdhd.co.jp/
株式会社グリムス,"グリムス","gremz,Inc.",https://www.gremz.co.jp/
株式会社レスターホールディングス,"レスターホールディングス","Restar Holdings Corporation",https://www.restargp.com/
株式会社TOKAIホールディングス,"TOKAIホールディングス","TOKAI Holdings Corporation",https://tokaiholdings.co.jp/
株式会社Cominix,"Cominix","Cominix Co.,Ltd.",https://www.cominix.jp/
三洋貿易株式会社,"三洋貿易","Sanyo Trading Co.,Ltd.",https://www.sanyo-trading.co.jp/
株式会社ネクステージ,"ネクステージ (自動車販売)","NEXTAGE Co., Ltd.",https://www.nextage.jp/
株式会社ジョイフル本田,"ジョイフル本田","JOYFUL HONDA CO.,LTD.",https://www.joyfulhonda.com/
株式会社鳥貴族ホールディングス,"鳥貴族","Torikizoku Holdings Co.,Ltd.",https://torikizoku-holdings.co.jp/
株式会社ホットランド,"築地銀だこ","HotLand corporation",https://www.hotland.co.jp/
株式会社すかいらーくホールディングス,"すかいらーく","SKYLARK HOLDINGS CO., LTD.",https://www.skylark.co.jp/
綿半ホールディングス株式会社,"綿半ホールディングス","Watahan & Co., Ltd.",https://watahan.co.jp/watahan-sl/
日本毛織株式会社,"日本毛織","THE JAPAN WOOL TEXTILE CO., Ltd.",https://www.nikke.co.jp/
株式会社ヨシックスホールディングス,"ヨシックス","Yossix Holdings Co., Ltd.",https://yossix.co.jp/
野村不動産ホールディングス株式会社,"野村不動産ホールディングス","Nomura Real Estate Holdings, Inc.",https://www.nomura-re-hd.co.jp/
三重交通グループホールディングス株式会社,"三重交通グループホールディングス","Mie Kotsu Group Holdings, Inc.",https://holdings.sanco.co.jp/
サムティ株式会社,"サムティ","Samty Co.,Ltd.",https://www.samty.co.jp/
地主株式会社,"地主 (企業)","JINUSHI Co., Ltd.",https://www.jinushi-jp.com/
株式会社フィル・カンパニー,"フィル・カンパニー","Phil Company,Inc.",https://philpark.jp/
株式会社JPMC,"JPMC (企業)","Japan Property Management Center Co.,Ltd.",https://www.jpmc.jp/
株式会社フージャースホールディングス,"フージャースホールディングス","Hoosiers Holdings",https://www.hoosiers.co.jp/
株式会社オープンハウスグループ,"オープンハウスグループ","Open House Group Co.,Ltd.",https://openhouse-group.co.jp/
東急不動産ホールディングス株式会社,"東急不動産ホールディングス","Tokyu Fudosan Holdings Corporation",https://www.tokyu-fudosan-hd.co.jp/
飯田グループホールディングス株式会社,"飯田グループホールディングス","Iida Group Holdings Co., Ltd.",https://www.ighd.co.jp/
株式会社ムゲンエステート,"ムゲンエステート","MUGEN ESTATE Co.,Ltd.",https://www.mugen-estate.co.jp/
帝国繊維株式会社,"帝国繊維","Teikoku Sen-i Co., Ltd.",https://www.teisen.co.jp/
日本コークス工業株式会社,"日本コークス工業","NIPPON COKE & ENGINEERING COMPANY,LIMITED",https://www.n-coke.com/
株式会社ゴルフダイジェスト・オンライン,"ゴルフダイジェスト・オンライン","Golf Digest Online Inc.",https://www.golfdigest.co.jp/
BEENOS株式会社,"BEENOS","BEENOS Inc.",https://beenos.com/
株式会社あさひ,"あさひ (企業)","ASAHI CO.,LTD.",https://www.cb-asahi.co.jp/
日本調剤株式会社,"日本調剤","Nihon Chouzai Co., Ltd.",https://www.nicho.co.jp/
株式会社コスモス薬品,"コスモス薬品","COSMOS Pharmaceutical Corporation",https://www.cosmospc.co.jp/
シップヘルスケアホールディングス株式会社,"シップヘルスケアホールディングス","SHIP HEALTHCARE HOLDINGS, INC",https://www.shiphd.co.jp/
株式会社ソフトクリエイトホールディングス,"ソフトクリエイトホールディングス","SOFTCREATE HOLDINGS CORP.",https://www.softcreate-holdings.co.jp/
株式会社セブン&アイ・ホールディングス,"セブン&アイ・ホールディングス","Seven & i Holdings Co., Ltd.",https://www.7andi.com/
株式会社クリエイト・レストランツ・ホールディングス,"クリエイト・レストランツ・ホールディングス","create restaurants holdings inc.",https://www.createrestaurants.com/
明治電機工業株式会社,"明治電機工業","MEIJI ELECTRIC INDUSTRIES CO.,LTD.",https://www.meijidenki.co.jp/ja/index.html
スターティアホールディングス株式会社,"スターティアホールディングス","Startia Holdings, Inc.",https://www.startiaholdings.com/
株式会社サンマルクホールディングス,"サンマルクホールディングス","Saint Marc Holdings Co., Ltd.",https://www.saint-marc-hd.com/hd/
株式会社トリドールホールディングス,"トリドールホールディングス","TORIDOLL Holdings Corporation",https://www.toridoll.com/
帝人株式会社,"帝人","TEIJIN LIMITED",https://www.teijin.co.jp/
東レ株式会社,"東レ","Toray Industries, Inc.",https://www.toray.co.jp/
旭化成株式会社,"旭化成","Asahi Kasei Corporation",https://www.asahi-kasei.com/jp/
